id;code;codein;name;high;low;varbid;pctchange;bid;ask;create_date
34690;BTC;BRL;BITCOIN/REAL BRASILEIRO;123569;121220;566;0.47;121950;121950;2023-02-28 21:07:08.207286
34691;LTC;BRL;LITECOIN/REAL BRASILEIRO;504.01;487.2;8.16;1.68;495.43;496.73;2023-02-28 21:07:08.207286
34692;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.039;0.038;0;0.79;0.038;0.038;2023-02-28 21:07:08.207286
34693;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.596;5.53;0.008;0.15;5.563;5.566;2023-02-28 21:07:08.207286
34694;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.539;3.487;0.024;0.7;3.526;3.527;2023-02-28 21:07:08.207286
34695;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.756;0.747;0.007;0.94;0.756;0.756;2023-02-28 21:07:08.207286
34696;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.436;1.413;0.014;0.95;1.432;1.432;2023-02-28 21:07:08.207286
34697;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8629.03;8449.97;140.31;1.66;8492.18;8535.42;2023-02-28 21:07:08.207286
34698;XRP;BRL;XRP/REAL BRASILEIRO;2;1.94;0.02;1.17;2;2;2023-02-28 21:07:08.207286
34699;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.246;5.179;0.039;0.75;5.239;5.24;2023-02-28 21:12:08.629575
34700;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.265;5.205;0.03;0.57;5.1;5.41;2023-02-28 21:12:08.629575
34701;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.863;3.812;0.011;0.28;3.84;3.841;2023-02-28 21:12:08.629575
34702;EUR;BRL;EURO/REAL BRASILEIRO;5.566;5.5;0.024;0.44;5.539;5.542;2023-02-28 21:12:08.629575
34703;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.351;6.256;0.032;0.52;6.305;6.306;2023-02-28 21:12:08.629575
34704;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.027;0.026;0;0.76;0.027;0.027;2023-02-28 21:12:08.629575
34705;BTC;BRL;BITCOIN/REAL BRASILEIRO;123569;121220;266;0.22;121700;121700;2023-02-28 21:12:08.629575
34706;LTC;BRL;LITECOIN/REAL BRASILEIRO;504.01;487.2;8.16;1.68;494.36;495.89;2023-02-28 21:12:08.629575
34707;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.039;0.038;0;0.79;0.038;0.038;2023-02-28 21:12:08.629575
34708;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.596;5.53;0.009;0.15;5.563;5.567;2023-02-28 21:12:08.629575
34709;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.539;3.487;0.024;0.69;3.526;3.527;2023-02-28 21:12:08.629575
34710;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.756;0.747;0.007;0.88;0.755;0.756;2023-02-28 21:12:08.629575
34711;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.436;1.413;0.016;1.1;1.434;1.434;2023-02-28 21:12:08.629575
34712;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8629.03;8449.97;51.96;0.62;8471.79;8508.7;2023-02-28 21:12:08.629575
34713;XRP;BRL;XRP/REAL BRASILEIRO;2;1.94;0.02;1.21;2;2;2023-02-28 21:12:08.629575
34714;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.246;5.179;0.039;0.76;5.24;5.241;2023-02-28 21:17:08.217475
34715;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.265;5.205;0.03;0.57;5.1;5.41;2023-02-28 21:17:08.217475
34716;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.863;3.812;0.011;0.29;3.84;3.842;2023-02-28 21:17:08.217475
34717;EUR;BRL;EURO/REAL BRASILEIRO;5.566;5.5;0.025;0.46;5.54;5.543;2023-02-28 21:17:08.217475
34718;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.351;6.256;0.03;0.49;6.302;6.305;2023-02-28 21:17:08.217475
34719;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.027;0.026;0;0.76;0.027;0.027;2023-02-28 21:17:08.217475
34720;BTC;BRL;BITCOIN/REAL BRASILEIRO;123569;121220;148;0.12;121582;121582;2023-02-28 21:17:08.217475
34721;LTC;BRL;LITECOIN/REAL BRASILEIRO;504.01;487.2;4.9;1;491.93;493.39;2023-02-28 21:17:08.217475
34722;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.039;0.038;0;0.79;0.038;0.038;2023-02-28 21:17:08.217475
34723;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.596;5.53;0.008;0.13;5.562;5.565;2023-02-28 21:17:08.217475
34724;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.539;3.487;0.023;0.66;3.525;3.526;2023-02-28 21:17:08.217475
34725;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.756;0.747;0.007;0.89;0.756;0.756;2023-02-28 21:17:08.217475
34726;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.436;1.413;0.015;1.05;1.434;1.434;2023-02-28 21:17:08.217475
34727;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8629.03;8449.97;51.96;0.62;8471.79;8502.28;2023-02-28 21:17:08.217475
34728;XRP;BRL;XRP/REAL BRASILEIRO;2;1.94;0.02;0.85;2;2;2023-02-28 21:17:08.217475
34729;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.246;5.179;0.041;0.79;5.241;5.242;2023-02-28 21:22:08.885523
34730;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.265;5.205;0.03;0.57;5.1;5.41;2023-02-28 21:22:08.885523
34731;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.863;3.812;0.01;0.26;3.839;3.84;2023-02-28 21:22:08.885523
34732;EUR;BRL;EURO/REAL BRASILEIRO;5.566;5.5;0.027;0.5;5.543;5.545;2023-02-28 21:22:08.885523
34733;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.351;6.256;0.031;0.49;6.303;6.305;2023-02-28 21:22:08.885523
34734;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.027;0.026;0;0.76;0.027;0.027;2023-02-28 21:22:08.885523
34735;BTC;BRL;BITCOIN/REAL BRASILEIRO;123569;121220;214;0.18;121700;121708;2023-02-28 21:22:08.885523
34736;LTC;BRL;LITECOIN/REAL BRASILEIRO;504.01;487.2;6.72;1.38;493.42;494.56;2023-02-28 21:22:08.885523
34737;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.039;0.038;0;0.79;0.038;0.039;2023-02-28 21:22:08.885523
34738;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.596;5.53;0.01;0.19;5.565;5.568;2023-02-28 21:22:08.885523
34739;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.539;3.487;0.024;0.69;3.526;3.527;2023-02-28 21:22:08.885523
34740;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.756;0.747;0.007;0.96;0.756;0.756;2023-02-28 21:22:08.885523
34741;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.436;1.413;0.014;1;1.434;1.434;2023-02-28 21:22:08.885523
34742;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8629.03;8449.97;51.96;0.62;8479.78;8523.12;2023-02-28 21:22:08.885523
34743;XRP;BRL;XRP/REAL BRASILEIRO;2;1.94;0;0.24;1.99;1.99;2023-02-28 21:22:08.885523
34744;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.246;5.179;0.04;0.77;5.241;5.241;2023-02-28 21:27:09.265417
34745;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.265;5.205;0.03;0.57;5.1;5.41;2023-02-28 21:27:09.265417
34746;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.863;3.812;0.013;0.33;3.842;3.843;2023-02-28 21:27:09.265417
34747;EUR;BRL;EURO/REAL BRASILEIRO;5.566;5.5;0.027;0.49;5.542;5.545;2023-02-28 21:27:09.265417
34748;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.351;6.256;0.035;0.56;6.307;6.31;2023-02-28 21:27:09.265417
34749;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.027;0.026;0;0.76;0.027;0.027;2023-02-28 21:27:09.265417
34750;BTC;BRL;BITCOIN/REAL BRASILEIRO;123569;121220;-257;-0.21;121790;121841;2023-02-28 21:27:09.265417
34751;LTC;BRL;LITECOIN/REAL BRASILEIRO;504.01;487.2;4.9;1;492.52;493.25;2023-02-28 21:27:09.265417
34752;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.039;0.038;0;0.79;0.038;0.039;2023-02-28 21:27:09.265417
34753;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.596;5.53;0.011;0.2;5.566;5.569;2023-02-28 21:27:09.265417
34754;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.539;3.487;0.024;0.69;3.526;3.527;2023-02-28 21:27:09.265417
34755;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.756;0.747;0.007;0.95;0.756;0.756;2023-02-28 21:27:09.265417
34756;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.436;1.413;0.014;0.99;1.434;1.434;2023-02-28 21:27:09.265417
34757;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8629.03;8449.97;66.13;0.78;8471.81;8503.08;2023-02-28 21:27:09.265417
34758;XRP;BRL;XRP/REAL BRASILEIRO;2;1.94;0.02;0.79;1.98;1.99;2023-02-28 21:27:09.265417
34759;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.246;5.179;0.036;0.7;5.237;5.237;2023-02-28 21:32:08.62995
34760;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.265;5.205;0.03;0.57;5.1;5.41;2023-02-28 21:32:08.62995
34761;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.863;3.812;0.008;0.2;3.837;3.838;2023-02-28 21:32:08.62995
34762;EUR;BRL;EURO/REAL BRASILEIRO;5.566;5.5;0.022;0.39;5.537;5.539;2023-02-28 21:32:08.62995
34763;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.351;6.256;0.027;0.44;6.299;6.302;2023-02-28 21:32:08.62995
34764;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.027;0.026;0;0.76;0.027;0.027;2023-02-28 21:32:08.62995
34765;BTC;BRL;BITCOIN/REAL BRASILEIRO;123569;121220;-298;-0.24;121696;121709;2023-02-28 21:32:08.62995
34766;LTC;BRL;LITECOIN/REAL BRASILEIRO;504.01;487.2;4.9;1;492.52;493.25;2023-02-28 21:32:08.62995
34767;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.039;0.038;0;0.79;0.038;0.039;2023-02-28 21:32:08.62995
34768;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.596;5.53;0.002;0.04;5.558;5.559;2023-02-28 21:32:08.62995
34769;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.539;3.487;0.023;0.65;3.524;3.526;2023-02-28 21:32:08.62995
34770;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.756;0.747;0.007;0.93;0.756;0.756;2023-02-28 21:32:08.62995
34771;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.436;1.413;0.013;0.9;1.433;1.433;2023-02-28 21:32:08.62995
34772;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8629.03;8449.97;66.13;0.78;8471.79;8486.7;2023-02-28 21:32:08.62995
34773;XRP;BRL;XRP/REAL BRASILEIRO;2;1.94;0.01;0.6;1.98;1.99;2023-02-28 21:32:08.62995
34774;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.246;5.179;0.036;0.7;5.237;5.237;2023-02-28 21:37:08.703322
34775;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.265;5.205;0.03;0.57;5.1;5.41;2023-02-28 21:37:08.703322
34776;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.863;3.812;0.01;0.27;3.84;3.841;2023-02-28 21:37:08.703322
34777;EUR;BRL;EURO/REAL BRASILEIRO;5.566;5.5;0.023;0.41;5.538;5.54;2023-02-28 21:37:08.703322
34778;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.351;6.256;0.027;0.43;6.3;6.301;2023-02-28 21:37:08.703322
34779;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.027;0.026;0;0.76;0.027;0.027;2023-02-28 21:37:08.703322
34780;BTC;BRL;BITCOIN/REAL BRASILEIRO;123569;121220;-513;-0.42;121400;121400;2023-02-28 21:37:08.703322
34781;LTC;BRL;LITECOIN/REAL BRASILEIRO;504.01;487.2;3.31;0.68;492.16;493.26;2023-02-28 21:37:08.703322
34782;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.039;0.038;0;0.79;0.038;0.038;2023-02-28 21:37:08.703322
34783;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.596;5.53;0.002;0.03;5.557;5.56;2023-02-28 21:37:08.703322
34784;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.539;3.487;0.021;0.59;3.522;3.524;2023-02-28 21:37:08.703322
34785;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.756;0.747;0.006;0.85;0.755;0.755;2023-02-28 21:37:08.703322
34786;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.436;1.413;0.012;0.88;1.433;1.433;2023-02-28 21:37:08.703322
34787;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8629.03;8449.97;27.02;0.32;8420.83;8458.22;2023-02-28 21:37:08.703322
34788;XRP;BRL;XRP/REAL BRASILEIRO;2;1.94;0;0.24;1.99;1.99;2023-02-28 21:37:08.703322
34789;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.246;5.179;0.036;0.7;5.237;5.237;2023-02-28 21:42:08.775449
34790;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.265;5.205;0.03;0.57;5.1;5.41;2023-02-28 21:42:08.775449
34791;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.863;3.812;0.008;0.2;3.837;3.838;2023-02-28 21:42:08.775449
34792;EUR;BRL;EURO/REAL BRASILEIRO;5.566;5.5;0.023;0.42;5.538;5.541;2023-02-28 21:42:08.775449
34793;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.351;6.256;0.027;0.43;6.3;6.301;2023-02-28 21:42:08.775449
34794;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.027;0.026;0;0.76;0.027;0.027;2023-02-28 21:42:08.775449
34795;BTC;BRL;BITCOIN/REAL BRASILEIRO;123569;121073;-914;-0.75;121070;121070;2023-02-28 21:42:08.775449
34796;LTC;BRL;LITECOIN/REAL BRASILEIRO;504.01;487.2;4.16;0.85;491.44;492.7;2023-02-28 21:42:08.775449
34797;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.039;0.038;0;0.79;0.038;0.038;2023-02-28 21:42:08.775449
34798;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.596;5.53;0.005;0.09;5.56;5.563;2023-02-28 21:42:08.775449
34799;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.539;3.487;0.021;0.6;3.523;3.524;2023-02-28 21:42:08.775449
34800;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.756;0.747;0.006;0.85;0.755;0.755;2023-02-28 21:42:08.775449
34801;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.436;1.413;0.012;0.88;1.433;1.433;2023-02-28 21:42:08.775449
34802;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8629.03;8428.81;-9.17;-0.11;8400;8421.53;2023-02-28 21:42:08.775449
34803;XRP;BRL;XRP/REAL BRASILEIRO;2;1.94;0;0.08;1.97;1.98;2023-02-28 21:42:08.775449
34804;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.246;5.179;0.036;0.7;5.237;5.237;2023-02-28 21:47:08.253156
34805;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.265;5.205;0.03;0.57;5.1;5.41;2023-02-28 21:47:08.253156
34806;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.863;3.812;0.008;0.2;3.837;3.838;2023-02-28 21:47:08.253156
34807;EUR;BRL;EURO/REAL BRASILEIRO;5.566;5.5;0.023;0.42;5.538;5.541;2023-02-28 21:47:08.253156
34808;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.351;6.256;0.028;0.44;6.3;6.302;2023-02-28 21:47:08.253156
34809;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.027;0.026;0;0.76;0.027;0.027;2023-02-28 21:47:08.253156
34810;BTC;BRL;BITCOIN/REAL BRASILEIRO;123569;121070;-916;-0.75;121070;121070;2023-02-28 21:47:08.253156
34811;LTC;BRL;LITECOIN/REAL BRASILEIRO;504.01;487.2;4.16;0.85;491.68;493.26;2023-02-28 21:47:08.253156
34812;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.039;0.038;0;0.79;0.038;0.038;2023-02-28 21:47:08.253156
34813;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.596;5.53;0.004;0.06;5.558;5.561;2023-02-28 21:47:08.253156
34814;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.539;3.487;0.02;0.58;3.522;3.523;2023-02-28 21:47:08.253156
34815;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.756;0.747;0.006;0.85;0.755;0.755;2023-02-28 21:47:08.253156
34816;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.436;1.413;0.013;0.89;1.433;1.433;2023-02-28 21:47:08.253156
34817;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8629.03;8428.81;-9.17;-0.11;8400;8427.83;2023-02-28 21:47:08.253156
34818;XRP;BRL;XRP/REAL BRASILEIRO;2;1.94;0.01;0.6;1.98;1.98;2023-02-28 21:47:08.253156
34819;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.246;5.179;0.036;0.7;5.237;5.237;2023-02-28 21:52:08.137606
34820;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.265;5.205;0.03;0.57;5.1;5.41;2023-02-28 21:52:08.137606
34821;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.863;3.812;0.008;0.21;3.838;3.838;2023-02-28 21:52:08.137606
34822;EUR;BRL;EURO/REAL BRASILEIRO;5.566;5.5;0.023;0.41;5.538;5.54;2023-02-28 21:52:08.137606
34823;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.351;6.256;0.028;0.44;6.3;6.301;2023-02-28 21:52:08.137606
34824;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.027;0.026;0;0.76;0.027;0.027;2023-02-28 21:52:08.137606
34825;BTC;BRL;BITCOIN/REAL BRASILEIRO;123569;121033;-936;-0.77;121133;121164;2023-02-28 21:52:08.137606
34826;LTC;BRL;LITECOIN/REAL BRASILEIRO;504.01;487.2;4.16;0.85;490.44;491.25;2023-02-28 21:52:08.137606
34827;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.039;0.038;0;0.79;0.038;0.038;2023-02-28 21:52:08.137606
34828;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.596;5.53;0;0.01;5.556;5.558;2023-02-28 21:52:08.137606
34829;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.539;3.487;0.022;0.63;3.524;3.525;2023-02-28 21:52:08.137606
34830;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.756;0.747;0.006;0.85;0.755;0.755;2023-02-28 21:52:08.137606
34831;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.436;1.413;0.012;0.86;1.432;1.432;2023-02-28 21:52:08.137606
34832;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8629.03;8428.81;-80.34;-0.94;8400;8423.15;2023-02-28 21:52:08.137606
34833;XRP;BRL;XRP/REAL BRASILEIRO;2;1.94;-0.01;-0.66;1.97;1.97;2023-02-28 21:52:08.137606
34834;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.246;5.179;0.036;0.7;5.237;5.237;2023-02-28 21:57:08.399167
34835;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.265;5.205;0.03;0.57;5.1;5.41;2023-02-28 21:57:08.399167
34836;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.863;3.812;0.008;0.2;3.837;3.838;2023-02-28 21:57:08.399167
34837;EUR;BRL;EURO/REAL BRASILEIRO;5.566;5.5;0.022;0.39;5.537;5.539;2023-02-28 21:57:08.399167
34838;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.351;6.256;0.022;0.35;6.294;6.296;2023-02-28 21:57:08.399167
34839;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.027;0.026;0;0.76;0.027;0.027;2023-02-28 21:57:08.399167
34840;BTC;BRL;BITCOIN/REAL BRASILEIRO;123569;121033;-479;-0.39;121381;121436;2023-02-28 21:57:08.399167
34841;LTC;BRL;LITECOIN/REAL BRASILEIRO;504.01;487.2;4.16;0.85;490.34;491.69;2023-02-28 21:57:08.399167
34842;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.039;0.038;0;0.79;0.038;0.038;2023-02-28 21:57:08.399167
34843;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.596;5.53;0.002;0.04;5.557;5.56;2023-02-28 21:57:08.399167
34844;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.539;3.487;0.022;0.61;3.523;3.524;2023-02-28 21:57:08.399167
34845;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.756;0.747;0.006;0.85;0.755;0.755;2023-02-28 21:57:08.399167
34846;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.436;1.413;0.013;0.91;1.433;1.433;2023-02-28 21:57:08.399167
34847;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8629.03;8428.81;-80.34;-0.94;8405.57;8444.61;2023-02-28 21:57:08.399167
34848;XRP;BRL;XRP/REAL BRASILEIRO;2;1.94;-0.01;-0.45;1.97;1.97;2023-02-28 21:57:08.399167
34849;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.237;5.237;0;0;5.237;5.237;2023-02-28 22:02:08.16475
34850;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.265;5.205;0.03;0.57;5.1;5.41;2023-02-28 22:02:08.16475
34851;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.839;3.837;0.002;0.06;3.838;3.84;2023-02-28 22:02:08.16475
34852;EUR;BRL;EURO/REAL BRASILEIRO;5.539;5.538;0.001;0.01;5.538;5.54;2023-02-28 22:02:08.16475
34853;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.296;6.293;-0.002;-0.03;6.291;6.294;2023-02-28 22:02:08.16475
34854;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.027;0.027;0;0;0.027;0.027;2023-02-28 22:02:08.16475
34855;BTC;BRL;BITCOIN/REAL BRASILEIRO;123569;121033;-640;-0.53;121385;121400;2023-02-28 22:02:08.16475
34856;LTC;BRL;LITECOIN/REAL BRASILEIRO;504.01;487.2;2.2;0.45;490.62;491.62;2023-02-28 22:02:08.16475
34857;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-02-28 22:02:08.16475
34858;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.596;5.53;0.002;0.04;5.557;5.56;2023-02-28 22:02:08.16475
34859;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.539;3.487;0.022;0.63;3.524;3.525;2023-02-28 22:02:08.16475
34860;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.756;0.747;0.006;0.85;0.755;0.755;2023-02-28 22:02:08.16475
34861;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.436;1.413;0.013;0.91;1.433;1.433;2023-02-28 22:02:08.16475
34862;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8629.03;8414.59;-94.56;-1.11;8400;8427.48;2023-02-28 22:02:08.16475
34863;XRP;BRL;XRP/REAL BRASILEIRO;2;1.94;-0.01;-0.31;1.97;1.97;2023-02-28 22:02:08.16475
34864;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.237;5.237;0;0;5.237;5.237;2023-02-28 22:07:08.38962
34865;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.265;5.205;0.03;0.57;5.1;5.41;2023-02-28 22:07:08.38962
34866;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.839;3.837;0.002;0.06;3.838;3.84;2023-02-28 22:07:08.38962
34867;EUR;BRL;EURO/REAL BRASILEIRO;5.54;5.538;0.001;0.02;5.538;5.541;2023-02-28 22:07:08.38962
34868;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.299;6.293;0;0.01;6.294;6.296;2023-02-28 22:07:08.38962
34869;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.027;0.027;0;0;0.027;0.027;2023-02-28 22:07:08.38962
34870;BTC;BRL;BITCOIN/REAL BRASILEIRO;123569;121033;-455;-0.37;121541;121545;2023-02-28 22:07:08.38962
34871;LTC;BRL;LITECOIN/REAL BRASILEIRO;504.01;487.2;2.2;0.45;489.66;490.89;2023-02-28 22:07:08.38962
34872;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-02-28 22:07:08.38962
34873;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.56;5.558;0.003;0.06;5.558;5.561;2023-02-28 22:07:08.38962
34874;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.526;3.523;0.002;0.07;3.525;3.526;2023-02-28 22:07:08.38962
34875;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.756;0.747;0.006;0.85;0.755;0.755;2023-02-28 22:07:08.38962
34876;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.436;1.413;0.013;0.92;1.433;1.433;2023-02-28 22:07:08.38962
34877;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8629.03;8414.59;-94.56;-1.11;8403.16;8444.15;2023-02-28 22:07:08.38962
34878;XRP;BRL;XRP/REAL BRASILEIRO;2;1.94;-0.01;-0.5;1.97;1.97;2023-02-28 22:07:08.38962
34879;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.237;5.237;0;0;5.237;5.237;2023-02-28 22:12:08.747415
